0.224000,-0.504000,2
0.800000,-0.702000,2
0.804000,-0.928000,2
0.866000,-0.028000,1
0.186000,-0.146000,1
0.710000,-0.854000,1
0.168000,-0.760000,2
0.228000,-0.148000,1
0.344000,-0.380000,1
0.708000,-0.802000,1
0.566000,-0.806000,1
0.204000,-0.868000,1
0.852000,-0.642000,2
0.862000,-0.622000,2
0.560000,-0.602000,1
0.226000,-0.118000,1
0.280000,-0.558000,2
0.880000,-0.626000,2
0.122000,-0.280000,2
0.560000,-0.050000,1
0.880000,-0.700000,1
0.810000,-0.642000,2
0.976000,-0.074000,2
0.958000,-0.572000,2
0.078000,-0.356000,1
0.042000,-0.876000,2
0.530000,-0.262000,1
0.746000,-0.830000,1
0.898000,-0.524000,2
0.592000,-0.690000,1
0.654000,-0.634000,1
0.050000,-0.502000,2
0.204000,-0.868000,1
0.966000,-0.526000,2
0.258000,-0.280000,1
0.198000,-0.874000,1
0.356000,-0.956000,1
0.776000,-0.644000,2
0.960000,-0.558000,2
0.100000,-0.804000,2
0.966000,-0.324000,2
0.342000,-0.308000,1
0.844000,-0.258000,2
0.560000,-0.586000,1
0.696000,-0.052000,1
0.746000,-0.302000,2
0.606000,-0.162000,1
0.622000,-0.938000,1
0.372000,-0.688000,1
0.296000,-0.574000,2
0.774000,-0.968000,1
0.652000,-0.834000,1
0.852000,-0.350000,2
0.616000,-0.510000,2
0.830000,-0.168000,2
0.778000,-0.048000,1
0.370000,-0.032000,1
0.638000,-0.306000,1
0.504000,-0.880000,1
0.934000,-0.740000,2
0.964000,-0.746000,2
0.872000,-0.106000,2
0.846000,-0.046000,1
0.474000,-0.568000,1
0.890000,-0.452000,2
0.464000,-0.440000,1
0.644000,-0.202000,1
0.244000,-0.786000,1
0.890000,-0.472000,2
0.386000,-0.238000,1
0.384000,-0.502000,2
0.514000,-0.260000,1
0.418000,-0.654000,1
0.640000,-0.046000,1
0.840000,-0.432000,2
0.566000,-0.974000,1
0.592000,-0.570000,1
0.466000,-0.484000,2
0.572000,-0.486000,2
0.560000,-0.142000,1
0.908000,-0.762000,2
0.674000,-0.734000,1
0.398000,-0.836000,1
0.948000,-0.602000,2
0.522000,-0.438000,1
0.510000,-0.698000,1
0.900000,-0.354000,2
0.180000,-0.930000,1
0.906000,-0.322000,1
0.654000,-0.132000,1
0.252000,-0.810000,1
0.936000,-0.438000,2
0.584000,-0.518000,2
0.732000,-0.662000,2
0.488000,-0.190000,1
0.378000,-0.314000,1
0.660000,-0.618000,2
0.522000,-0.102000,1
0.392000,-0.118000,1
0.106000,-0.872000,2
0.782000,-0.516000,2
0.784000,-0.926000,1
0.806000,-0.162000,1
0.484000,-0.512000,2
0.212000,-0.362000,2
0.164000,-0.210000,2
0.472000,-0.188000,1
0.246000,-0.800000,2
0.742000,-0.374000,2
0.426000,-0.934000,1
0.156000,-0.896000,1
0.668000,-0.286000,1
0.326000,-0.266000,1
0.912000,-0.114000,2
0.064000,-0.472000,2
0.162000,-0.250000,2
0.448000,-0.354000,1
0.246000,-0.862000,1
0.344000,-0.642000,1
0.638000,-0.398000,1
0.344000,-0.110000,1
0.844000,-0.674000,2
0.702000,-0.156000,1
0.388000,-0.276000,2
0.244000,-0.628000,2
0.756000,-0.596000,2
0.858000,-0.542000,2
0.932000,-0.828000,2
0.956000,-0.140000,2
0.770000,-0.234000,2
0.058000,-0.150000,2
0.664000,-0.900000,1
0.754000,-0.156000,1
0.474000,-0.134000,1
0.648000,-0.138000,1
0.968000,-0.466000,2
0.586000,-0.910000,1
0.102000,-0.624000,2
0.298000,-0.080000,1
0.754000,-0.802000,2
0.180000,-0.930000,1
0.266000,-0.480000,2
0.498000,-0.480000,2
0.756000,-0.934000,1
0.724000,-0.092000,2
0.794000,-0.440000,2
0.198000,-0.638000,2
0.804000,-0.044000,1
0.188000,-0.444000,2
0.932000,-0.734000,2
0.742000,-0.706000,2
0.940000,-0.056000,2
0.568000,-0.600000,1
0.268000,-0.406000,2
0.256000,-0.208000,1
0.462000,-0.960000,1
0.522000,-0.052000,1
0.696000,-0.258000,1
0.442000,-0.414000,1
0.918000,-0.296000,2
0.294000,-0.404000,2
0.116000,-0.182000,2
0.764000,-0.548000,2
0.640000,-0.972000,1
0.934000,-0.740000,2
0.156000,-0.798000,2
0.592000,-0.094000,1
0.462000,-0.092000,1
0.512000,-0.074000,1
0.882000,-0.192000,2
0.890000,-0.438000,2
0.736000,-0.032000,1
0.338000,-0.170000,1
0.190000,-0.922000,1
0.198000,-0.830000,1
0.774000,-0.344000,2
0.802000,-0.566000,2
0.396000,-0.390000,1
0.620000,-0.556000,1
0.616000,-0.510000,2
0.484000,-0.278000,1
0.766000,-0.566000,2
0.696000,-0.172000,1
