Id,Category
502,3
503,3
504,4
505,5
506,7
507,4
508,2
509,5
510,4
511,7
512,3
513,7
514,9
515,8
516,6
517,4
518,4
519,7
520,5
521,2
522,0
523,7
524,1
525,6
526,9
527,8
528,9
529,8
530,7
531,0
532,7
533,2
534,4
535,2
536,4
537,9
538,2
539,1
540,1
541,7
542,0
543,6
544,9
545,4
546,3
547,3
548,3
549,0
550,1
551,3
552,1
553,1
554,1
555,5
556,0
557,5
558,7
559,6
560,7
561,0
562,6
563,3
564,7
565,5
566,7
567,0
568,4
569,5
570,7
571,2
572,2
573,8
574,7
575,9
576,0
577,9
578,6
579,1
580,9
581,0
582,6
583,2
584,7
585,5
586,8
587,0
588,9
589,7
590,5
591,3
592,6
593,9
594,5
595,7
596,6
597,1
598,2
599,0
600,1
601,8
602,8
603,5
604,2
605,7
606,3
607,0
608,4
609,6
610,4
611,3
612,8
613,8
614,8
615,6
616,2
617,9
618,4
619,0
620,0
621,9
622,9
623,7
624,9
625,3
626,5
627,1
628,8
629,1
630,0
631,4
632,5
633,0
634,7
635,4
636,8
637,2
638,5
639,4
640,4
641,1
642,9
643,6
644,3
645,4
646,3
647,9
648,4
649,0
650,6
651,6
652,7
653,7
654,7
655,5
656,6
657,4
658,3
659,0
660,2
661,1
662,9
663,3
664,4
665,6
666,9
667,4
668,6
669,3
670,9
671,5
672,3
673,9
674,5
675,6
676,9
677,5
678,4
679,5
680,0
681,0
682,3
683,5
684,0
685,0
686,0
687,2
688,7
689,5
690,2
691,6
692,5
693,9
694,4
695,1
696,5
697,0
698,9
699,6
700,1
701,0
702,3
703,8
704,5
705,5
706,6
707,1
708,2
709,7
710,9
711,3
712,5
713,4
714,2
715,5
716,0
717,0
718,5
719,6
720,5
721,6
722,6
723,8
724,6
725,4
726,2
727,4
728,7
729,0
730,8
731,6
732,9
733,0
734,5
735,5
736,7
737,7
738,0
739,5
740,1
741,4
742,6
743,8
744,7
745,6
746,0
747,5
748,3
749,8
750,5
751,1
752,7
753,8
754,8
755,3
756,7
757,7
758,4
759,8
760,2
761,3
762,0
763,8
764,7
765,9
766,6
767,4
768,9
769,5
770,0
771,3
772,2
773,0
774,3
775,4
776,8
777,6
778,4
779,7
780,8
781,2
782,1
783,0
784,2
785,1
786,4
787,3
788,0
789,0
790,4
791,3
792,5
793,3
794,1
795,0
796,7
797,0
798,5
799,7
800,8
801,3
802,6
803,3
804,4
805,3
806,7
807,3
808,9
809,2
810,1
811,1
812,5
813,2
814,6
815,2
816,4
817,2
818,1
819,5
820,8
821,2
822,1
823,2
824,2
825,9
826,9
827,7
828,0
829,7
830,1
831,1
832,4
833,2
834,6
835,2
836,9
837,5
838,0
839,3
840,7
841,0
842,2
843,5
844,1
845,0
846,2
847,3
848,5
849,2
850,6
851,9
852,7
853,2
854,6
855,3
856,5
857,1
858,3
859,9
860,0
861,0
862,0
863,2
864,8
865,1
866,3
867,5
868,9
869,0
870,3
871,6
872,5
873,4
874,5
875,7
876,4
877,7
878,2
879,9
880,0
881,4
882,5
883,2
884,8
885,5
886,6
887,6
888,3
889,9
890,8
891,2
892,1
893,0
894,4
895,6
896,7
897,4
898,3
899,9
900,4
901,3
902,3
903,9
904,2
905,5
906,5
907,8
908,6
909,5
910,0
911,7
912,0
913,8
914,0
915,2
916,9
917,5
918,0
919,6
920,4
921,8
922,7
923,6
924,4
925,8
926,1
927,2
928,2
929,1
930,8
931,4
932,0
933,6
934,4
935,5
936,3
937,5
938,3
939,8
940,9
941,1
942,8
943,1
944,8
945,1
946,4
947,9
948,2
949,7
950,9
951,1
952,8
953,1
954,2
955,1
956,4
957,8
958,1
959,5
960,6
961,6
962,0
963,6
964,5
965,6
966,8
967,2
968,8
969,9
970,0
971,0
972,5
973,5
974,4
975,5
976,9
977,1
978,8
979,3
980,9
981,5
982,7
983,2
984,8
985,4
986,6
987,6
988,6
989,1
990,0
991,2
992,4
993,3
994,1
995,3
996,6
997,9
998,4
999,2
1000,1
1001,7
1002,0
1003,7
1004,9
1005,1
1006,3
1007,0
1008,9
1009,8
1010,0
1011,6
1012,0
1013,6
1014,1
1015,6
1016,8
1017,7
1018,6
1019,8
1020,0
1021,6
1022,4
1023,4
1024,7
1025,5
1026,1
1027,1
1028,0
1029,2
1030,1
1031,9
1032,7
1033,4
1034,8
1035,2
1036,1
1037,6
1038,4
1039,6
1040,0
1041,5
1042,9
1043,3
1044,5
1045,5
1046,3
1047,5
1048,4
1049,5
1050,1
1051,2
1052,1
1053,6
1054,9
1055,3
1056,1
1057,3
1058,8
1059,1
1060,0
1061,8
1062,4
1063,7
1064,6
1065,5
1066,7
1067,0
1068,5
1069,9
1070,4
1071,8
1072,7
1073,1
1074,6
1075,2
1076,2
1077,5
1078,2
1079,8
1080,1
1081,6
1082,2
1083,0
1084,2
1085,2
1086,7
1087,1
1088,9
1089,2
1090,6
1091,8
1092,3
1093,2
1094,0
1095,4
1096,4
1097,8
1098,1
1099,2
1100,1
1101,4
1102,4
1103,8
1104,5
1105,1
1106,0
1107,6
1108,7
1109,3
1110,1
1111,8
1112,3
1113,8
1114,1
1115,1
1116,6
1117,7
1118,3
1119,7
1120,6
1121,4
1122,9
1123,0
1124,0
1125,4
1126,8
1127,4
1128,1
1129,2
1130,6
1131,5
1132,4
1133,1
1134,5
1135,9
1136,0
1137,4
1138,1
1139,7
1140,7
1141,6
1142,0
1143,4
1144,4
1145,3
1146,4
1147,9
1148,6
1149,8
1150,5
1151,9
1152,1
1153,2
1154,3
1155,6
1156,3
1157,8
1158,7
1159,8
1160,9
1161,4
1162,9
1163,4
1164,4
1165,3
1166,6
1167,0
1168,7
1169,1
1170,7
1171,3
1172,7
1173,2
1174,6
1175,6
1176,9
1177,5
1178,9
1179,4
1180,3
1181,5
1182,1
1183,8
1184,6
1185,8
1186,8
1187,0
1188,4
1189,7
1190,1
1191,3
1192,9
1193,3
1194,9
1195,6
1196,8
1197,2
1198,4
1199,1
1200,4
1201,6
1202,7
1203,5
1204,4
1205,2
1206,4
1207,4
1208,5
1209,7
1210,4
1211,5
1212,1
1213,9
1214,3
1215,4
1216,6
1217,4
1218,9
1219,9
1220,4
1221,9
1222,6
1223,1
1224,4
1225,2
1226,7
1227,0
1228,0
1229,6
1230,1
1231,6
1232,8
1233,9
1234,6
1235,2
1236,6
1237,6
1238,0
1239,2
1240,0
1241,5
1242,2
1243,8
1244,1
1245,2
1246,5
1247,3
1248,9
1249,3
1250,1
1251,9
1252,2
1253,1
1254,9
1255,7
1256,8
1257,3
1258,5
1259,6
1260,1
1261,2
1262,6
1263,0
1264,8
1265,8
1266,8
1267,4
1268,8
1269,0
1270,3
1271,6
1272,6
1273,6
1274,9
1275,1
1276,5
1277,4
1278,2
1279,8
1280,9
1281,1
1282,5
1283,6
1284,5
1285,4
1286,3
1287,3
1288,2
1289,1
1290,2
1291,3
1292,1
1293,1
1294,7
1295,5
1296,6
1297,9
1298,1
1299,5
1300,1
1301,9
1302,7
1303,5
1304,4
1305,6
1306,8
1307,4
1308,2
1309,5
1310,7
1311,3
1312,0
1313,7
1314,6
1315,7
1316,2
1317,2
1318,4
1319,3
1320,2
1321,7
1322,5
1323,9
1324,5
1325,3
1326,1
1327,2
1328,2
1329,1
1330,5
1331,6
1332,8
1333,9
1334,3
1335,0
1336,9
1337,4
1338,5
1339,8
1340,0
1341,5
1342,5
1343,7
1344,0
1345,8
1346,9
1347,7
1348,7
1349,4
1350,8
1351,8
1352,8
1353,2
1354,8
1355,7
1356,1
1357,9
1358,5
1359,2
1360,2
1361,9
1362,9
1363,0
1364,6
1365,2
1366,3
1367,4
1368,1
1369,0
1370,9
1371,4
1372,5
1373,5
1374,6
1375,9
1376,7
1377,5
1378,0
1379,5
1380,6
1381,5
1382,6
1383,2
1384,6
1385,9
1386,4
1387,0
1388,2
1389,3
1390,5
1391,5
1392,4
1393,9
1394,5
1395,5
1396,3
1397,0
1398,4
1399,2
1400,5
1401,8
1402,7
1403,0
1404,3
1405,6
1406,4
1407,2
1408,9
1409,1
1410,1
1411,4
1412,4
1413,2
1414,7
1415,4
1416,4
1417,5
1418,9
1419,6
1420,7
1421,7
1422,4
1423,4
1424,0
1425,9
1426,8
1427,1
1428,1
1429,7
1430,0
1431,1
1432,2
1433,8
1434,4
1435,4
1436,6
1437,6
1438,5
1439,8
1440,7
1441,4
1442,6
1443,8
1444,0
1445,7
1446,1
1447,5
1448,8
1449,5
1450,1
1451,2
1452,3
1453,4
1454,4
1455,3
1456,8
1457,6
1458,6
1459,4
1460,7
1461,6
1462,9
1463,7
1464,3
1465,6
1466,2
1467,5
1468,0
1469,6
1470,1
1471,0
1472,0
1473,9
1474,4
1475,0
1476,7
1477,9
1478,0
1479,2
1480,2
1481,2
1482,3
1483,1
1484,4
1485,7
1486,0
1487,4
1488,7
1489,9
1490,6
1491,5
1492,6
1493,4
1494,3
1495,4
1496,3
1497,2
1498,3
1499,4
1500,3
1501,8
1502,8
1503,8
1504,8
1505,1
1506,0
1507,5
1508,5
1509,9
1510,2
1511,1
1512,8
1513,5
1514,1
1515,0
1516,4
1517,9
1518,0
1519,2
1520,3
1521,5
1522,6
1523,9
1524,4
1525,9
1526,7
1527,5
1528,9
1529,1
1530,6
1531,3
1532,0
1533,0
1534,0
1535,7
1536,0
1537,4
1538,1
1539,1
1540,5
1541,7
1542,7
1543,1
1544,4
1545,2
1546,6
1547,7
1548,5
1549,2
1550,6
1551,3
1552,2
1553,2
1554,9
1555,1
1556,3
1557,5
1558,3
1559,1
1560,4
1561,1
1562,2
1563,4
1564,6
1565,5
1566,2
1567,0
1568,6
1569,4
1570,8
1571,2
1572,3
1573,6
1574,8
1575,4
1576,4
1577,3
1578,9
1579,4
1580,1
1581,1
1582,6
1583,4
1584,7
1585,9
1586,6
1587,0
1588,4
1589,0
1590,7
1591,0
1592,4
1593,6
1594,5
1595,6
1596,7
1597,7
1598,8
1599,2
1600,8
1601,2
1602,1
1603,5
1604,4
1605,2
1606,3
1607,0
1608,1
1609,6
1610,4
1611,6
1612,7
1613,2
1614,8
1615,1
1616,4
1617,8
1618,8
1619,3
1620,0
1621,8
1622,7
1623,5
1624,1
1625,4
1626,1
1627,5
1628,6
1629,2
1630,0
1631,7
1632,1
1633,0
1634,2
1635,5
1636,8
1637,4
1638,7
1639,8
1640,0
1641,1
1642,6
1643,7
1644,8
1645,6
1646,7
1647,7
1648,4
1649,7
1650,2
1651,4
1652,6
1653,2
1654,8
1655,2
1656,6
1657,9
1658,5
1659,6
1660,4
1661,9
1662,0
1663,1
1664,5
1665,3
1666,8
1667,5
1668,5
1669,4
1670,8
1671,2
1672,5
1673,3
1674,4
1675,4
1676,8
1677,3
1678,2
1679,3
1680,0
1681,7
1682,3
1683,9
1684,3
1685,5
1686,5
1687,0
1688,2
1689,0
1690,9
1691,7
1692,5
1693,7
1694,9
1695,8
1696,7
1697,1
1698,6
1699,6
1700,4
1701,9
1702,2
1703,3
1704,5
1705,3
1706,3
1707,2
1708,2
1709,6
1710,1
1711,1
1712,3
1713,4
1714,8
1715,4
1716,7
1717,2
1718,6
1719,7
1720,3
1721,9
1722,0
1723,2
1724,4
1725,7
1726,3
1727,3
1728,7
1729,3
1730,6
1731,8
1732,3
1733,4
1734,1
1735,9
1736,2
1737,5
1738,0
1739,2
1740,9
1741,5
1742,1
1743,7
1744,8
1745,4
1746,3
1747,5
1748,1
1749,3
1750,1
1751,1
1752,8
1753,0
1754,9
1755,1
1756,3
1757,1
1758,3
1759,3
1760,7
1761,1
1762,5
1763,9
1764,6
1765,9
1766,8
1767,8
1768,4
1769,3
1770,2
1771,3
1772,3
1773,5
1774,0
1775,6
1776,4
1777,0
1778,3
1779,3
1780,9
1781,4
1782,6
1783,3
1784,2
1785,8
1786,5
1787,7
1788,8
1789,1
1790,7
1791,7
1792,0
1793,9
1794,9
1795,9
1796,8
1797,3
1798,2
1799,4
1800,7
1801,7
1802,6
1803,9
1804,6
1805,1
1806,8
1807,3
1808,4
1809,5
1810,8
1811,6
1812,2
1813,7
1814,9
1815,3
1816,4
1817,7
1818,3
1819,5
1820,8
1821,5
1822,4
1823,7
1824,9
1825,7
1826,1
1827,6
1828,9
1829,5
1830,5
1831,3
1832,8
1833,0
1834,2
1835,9
1836,8
1837,1
1838,0
1839,8
1840,9
1841,4
1842,6
1843,5
1844,4
1845,4
1846,2
1847,9
1848,6
1849,0
1850,6
1851,7
1852,1
1853,4
1854,0
1855,7
1856,1
1857,7
1858,1
1859,3
1860,5
1861,0
1862,1
1863,3
1864,2
1865,4
1866,0
1867,1
1868,4
1869,5
1870,3
1871,2
1872,3
1873,8
1874,7
1875,4
1876,4
1877,7
1878,0
1879,2
1880,1
1881,9
1882,3
1883,5
1884,9
1885,9
1886,4
1887,1
1888,1
1889,8
1890,6
1891,7
1892,1
1893,6
1894,8
1895,5
1896,0
1897,6
1898,7
1899,8
1900,0
1901,9
1902,8
1903,6
1904,3
1905,8
1906,7
1907,7
1908,8
1909,3
1910,5
1911,5
1912,5
1913,8
1914,6
1915,2
1916,9
1917,6
1918,8
1919,7
1920,0
1921,5
1922,6
1923,9
1924,7
1925,6
1926,2
1927,3
1928,2
1929,6
1930,1
1931,2
1932,3
1933,0
1934,7
1935,2
1936,0
1937,0
1938,3
1939,9
1940,5
1941,0
1942,5
1943,5
1944,7
1945,3
1946,5
1947,3
1948,1
1949,5
1950,7
1951,8
1952,0
1953,5
1954,4
1955,3
1956,1
1957,6
1958,7
1959,1
1960,4
1961,3
1962,1
1963,8
1964,7
1965,8
1966,7
1967,2
1968,0
1969,6
1970,1
1971,2
1972,3
1973,4
1974,1
1975,5
1976,5
1977,0
1978,7
1979,3
1980,6
1981,6
1982,1
1983,4
1984,6
1985,9
1986,3
1987,6
1988,2
1989,4
1990,0
1991,5
1992,0
1993,7
1994,5
1995,7
1996,8
1997,8
1998,2
1999,9
2000,3
2001,2
2002,1
2003,0
2004,9
2005,9
2006,9
2007,0
2008,1
2009,8
2010,6
2011,5
2012,0
2013,9
2014,2
2015,4
2016,2
2017,1
2018,2
2019,6
2020,9
2021,1
2022,5
2023,9
2024,4
2025,9
2026,9
2027,2
2028,6
2029,6
2030,2
2031,1
2032,0
2033,4
2034,8
2035,2
2036,9
2037,0
2038,2
2039,8
2040,3
2041,9
2042,2
2043,8
2044,4
2045,7
2046,1
2047,8
2048,0
2049,6
2050,9
2051,4
2052,0
2053,3
2054,4
2055,0
2056,8
2057,7
2058,1
2059,2
2060,2
2061,1
2062,2
2063,4
2064,5
2065,1
2066,6
2067,4
2068,0
2069,4
2070,6
2071,4
2072,1
2073,3
2074,2
2075,4
2076,4
2077,3
2078,2
2079,4
2080,9
2081,9
2082,3
2083,4
2084,1
2085,2
2086,7
2087,2
2088,1
2089,9
2090,3
2091,5
2092,0
2093,8
2094,4
2095,6
2096,1
2097,9
2098,9
2099,4
2100,9
2101,0
2102,1
2103,2
2104,0
2105,6
2106,7
2107,7
2108,0
2109,3
2110,4
2111,1
2112,8
2113,0
2114,8
2115,6
2116,4
2117,4
2118,7
2119,7
2120,0
2121,2
2122,3
2123,6
2124,7
2125,3
2126,0
2127,3
2128,5
2129,9
2130,3
2131,1
2132,5
2133,4
2134,8
2135,2
2136,0
2137,9
2138,1
2139,2
2140,0
2141,2
2142,4
2143,4
2144,6
2145,0
2146,5
2147,3
2148,5
2149,7
2150,8
2151,0
2152,4
2153,5
2154,4
2155,9
2156,7
2157,9
2158,3
2159,3
2160,5
2161,0
2162,3
2163,7
2164,9
2165,6
2166,8
2167,1
2168,3
2169,4
2170,9
2171,8
2172,5
2173,0
2174,4
2175,8
2176,8
2177,2
2178,7
2179,6
2180,5
2181,8
2182,2
2183,4
2184,4
2185,2
2186,1
2187,7
2188,1
2189,7
2190,3
2191,4
2192,0
2193,5
2194,3
2195,5
2196,7
2197,7
2198,8
2199,9
2200,1
2201,8
2202,4
2203,7
2204,4
2205,0
2206,2
2207,8
2208,4
2209,3
2210,9
2211,4
2212,7
2213,7
2214,4
2215,2
2216,7
2217,8
2218,3
2219,1
2220,6
2221,7
2222,1
2223,7
2224,2
2225,9
2226,8
2227,4
2228,5
2229,9
2230,6
2231,3
2232,9
2233,1
2234,9
2235,6
2236,7
2237,6
2238,9
2239,0
2240,3
2241,5
2242,2
2243,0
2244,7
2245,7
2246,4
2247,6
2248,8
2249,6
2250,2
2251,2
2252,7
2253,9
2254,7
2255,0
2256,5
2257,0
2258,0
2259,1
2260,8
2261,0
2262,4
2263,2
2264,8
2265,8
2266,7
2267,4
2268,3
2269,1
2270,6
2271,1
2272,8
2273,3
2274,0
2275,8
2276,6
2277,4
2278,8
2279,3
2280,6
2281,8
2282,3
2283,7
2284,3
2285,7
2286,2
2287,7
2288,5
2289,6
2290,5
2291,9
2292,4
2293,0
2294,9
2295,1
2296,5
2297,6
2298,3
2299,6
2300,9
2301,4
2302,2
2303,4
2304,5
2305,1
2306,1
2307,4
2308,1
2309,8
2310,8
2311,1
2312,8
2313,9
2314,7
2315,3
2316,2
2317,4
2318,2
2319,8
2320,2
2321,7
2322,0
2323,2
2324,3
2325,6
2326,6
2327,6
2328,6
2329,4
2330,8
2331,0
2332,0
2333,0
2334,8
2335,3
2336,8
2337,6
2338,4
2339,1
2340,5
2341,8
2342,8
2343,8
2344,3
2345,9
2346,2
2347,8
2348,5
2349,6
2350,2
2351,4
2352,8
2353,9
2354,2
2355,1
2356,1
2357,4
2358,1
2359,8
2360,5
2361,7
2362,2
2363,1
2364,4
2365,2
2366,8
2367,5
2368,4
2369,5
2370,5
2371,6
2372,3
2373,6
2374,4
2375,0
2376,3
2377,5
2378,5
2379,3
2380,3
2381,7
2382,9
2383,2
2384,3
2385,8
2386,6
2387,0
2388,6
2389,0
2390,5
2391,1
2392,4
2393,0
2394,6
2395,1
2396,9
2397,5
2398,8
2399,7
2400,5
2401,7
2402,0
2403,9
2404,4
2405,1
2406,3
2407,3
2408,1
2409,2
2410,2
2411,1
2412,4
2413,3
2414,5
2415,3
2416,1
2417,7
2418,3
2419,2
2420,8
2421,0
2422,3
2423,1
2424,0
2425,8
2426,0
2427,0
2428,8
2429,0
2430,4
2431,6
2432,1
2433,6
2434,2
2435,3
2436,5
2437,9
2438,4
2439,6
2440,3
2441,2
2442,4
2443,5
2444,9
2445,3
2446,2
2447,2
2448,8
2449,3
2450,3
2451,5
2452,4
2453,0
2454,5
2455,5
2456,7
2457,1
2458,2
2459,8
2460,3
2461,9
2462,0
2463,3
2464,1
2465,3
2466,5
2467,9
2468,4
2469,1
2470,9
2471,6
2472,1
2473,7
2474,6
2475,9
2476,5
2477,1
2478,6
2479,3
2480,9
2481,2
2482,2
2483,9
2484,9
2485,9
2486,3
2487,3
2488,3
2489,6
2490,1
2491,4
2492,8
2493,0
2494,2
2495,2
2496,1
2497,7
2498,1
2499,1
2500,9
2501,8
2502,1
2503,0
2504,0
2505,4
2506,8
2507,2
2508,8
2509,5
2510,4
2511,0
2512,0
2513,7
2514,5
2515,9
2516,3
2517,5
2518,2
2519,9
2520,9
2521,7
2522,5
2523,5
2524,8
2525,3
2526,9
2527,1
2528,0
2529,9
2530,1
2531,2
2532,0
2533,4
2534,4
2535,8
2536,2
2537,0
2538,7
2539,3
2540,4
2541,0
2542,7
2543,5
2544,7
2545,1
2546,2
2547,7
2548,8
2549,0
2550,2
2551,1
2552,2
2553,6
2554,9
2555,4
2556,7
2557,5
2558,1
2559,5
2560,2
2561,4
2562,7
2563,4
2564,5
2565,1
2566,0
2567,0
2568,1
2569,0
2570,7
2571,7
2572,0
2573,2
2574,5
2575,6
2576,9
2577,2
2578,4
2579,8
2580,7
2581,7
2582,2
2583,8
2584,4
2585,3
2586,4
2587,5
2588,6
2589,5
2590,7
2591,0
2592,5
2593,5
2594,5
2595,2
2596,4
2597,8
2598,6
2599,7
2600,8
2601,7
2602,1
2603,5
2604,1
2605,5
2606,0
2607,7
2608,3
2609,0
2610,9
2611,4
2612,7
2613,7
2614,4
2615,5
2616,1
2617,3
2618,8
2619,4
2620,5
2621,2
2622,0
2623,8
2624,3
2625,6
2626,6
2627,9
2628,5
2629,1
2630,6
2631,2
2632,7
2633,2
2634,3
2635,3
2636,6
2637,1
2638,0
2639,2
2640,6
2641,3
2642,0
2643,2
2644,2
2645,4
2646,8
2647,6
2648,5
2649,0
2650,6
2651,8
2652,7
2653,9
2654,7
2655,6
2656,6
2657,6
2658,5
2659,5
2660,9
2661,0
2662,0
2663,1
2664,4
2665,3
2666,9
2667,9
2668,2
2669,1
2670,3
2671,0
2672,4
2673,2
2674,6
2675,7
2676,1
2677,4
2678,7
2679,3
2680,2
2681,7
2682,2
2683,3
2684,3
2685,9
2686,0
2687,3
2688,0
2689,7
2690,9
2691,2
2692,4
2693,6
2694,3
2695,3
2696,2
2697,3
2698,1
2699,4
2700,4
2701,7
2702,9
2703,5
2704,4
2705,5
2706,1
2707,8
2708,5
2709,8
2710,6
2711,6
2712,5
2713,1
2714,8
2715,1
2716,7
2717,4
2718,9
2719,6
2720,5
2721,2
2722,0
2723,8
2724,2
2725,7
2726,6
2727,6
2728,6
2729,8
2730,7
2731,8
2732,7
2733,3
2734,5
2735,7
2736,8
2737,9
2738,5
2739,0
2740,9
2741,8
2742,3
2743,9
2744,9
2745,7
2746,3
2747,6
2748,5
2749,0
2750,5
2751,4
2752,5
2753,8
2754,1
2755,3
2756,8
2757,9
2758,2
2759,3
2760,4
2761,1
2762,8
2763,3
2764,4
2765,5
2766,3
2767,6
2768,2
2769,8
2770,2
2771,1
2772,7
2773,0
2774,9
2775,5
2776,6
2777,1
2778,4
2779,3
2780,1
2781,1
2782,8
2783,1
2784,9
2785,3
2786,4
2787,3
2788,5
2789,3
2790,6
2791,8
2792,6
2793,3
2794,7
2795,3
2796,7
2797,7
2798,3
2799,6
2800,0
2801,0
2802,0
2803,2
2804,2
2805,7
2806,6
2807,3
2808,1
2809,6
2810,0
2811,5
2812,8
2813,4
2814,5
2815,1
2816,9
2817,0
2818,9
2819,8
2820,7
2821,8
2822,6
2823,8
2824,2
2825,2
2826,8
2827,0
2828,1
2829,4
2830,2
2831,4
2832,7
2833,5
2834,5
2835,8
2836,1
2837,9
2838,4
2839,8
2840,9
2841,0
2842,7
2843,4
2844,4
2845,5
2846,5
2847,2
2848,5
2849,6
2850,6
2851,9
2852,9
2853,0
2854,7
2855,0
2856,3
2857,9
2858,9
2859,0
2860,1
2861,4
2862,8
2863,4
2864,3
2865,4
2866,9
2867,6
2868,8
2869,3
2870,9
2871,4
2872,2
2873,1
2874,7
2875,0
2876,6
2877,5
2878,5
2879,2
2880,8
2881,3
2882,2
2883,2
2884,6
2885,7
2886,2
2887,9
2888,8
2889,1
2890,7
2891,9
2892,1
2893,4
2894,7
2895,3
2896,9
2897,5
2898,6
2899,5
2900,9
2901,6
2902,1
2903,0
2904,4
2905,8
2906,2
2907,5
2908,2
2909,9
2910,3
2911,2
2912,1
2913,3
2914,4
2915,4
2916,6
2917,6
2918,8
2919,6
2920,6
2921,2
2922,8
2923,1
2924,7
2925,3
2926,8
2927,1
2928,4
2929,0
2930,1
2931,2
2932,7
2933,2
2934,6
2935,9
2936,3
2937,2
2938,0
2939,6
2940,0
2941,3
2942,0
2943,4
2944,6
2945,4
2946,3
2947,0
2948,2
2949,4
2950,0
2951,2
2952,4
2953,1
2954,4
2955,1
2956,8
2957,8
2958,3
2959,3
2960,5
2961,3
2962,4
2963,0
2964,3
2965,3
2966,4
2967,8
2968,5
2969,8
2970,2
2971,6
2972,0
2973,6
2974,8
2975,1
2976,5
2977,3
2978,7
2979,4
2980,6
2981,7
2982,9
2983,8
2984,1
2985,2
2986,4
2987,0
2988,2
2989,3
2990,4
2991,1
2992,9
2993,8
2994,0
2995,3
2996,4
